ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Temp_C,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Pmi,Patiria miniata,Bat star,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Oko,Orthasterias koehleri,Rainbow sea star,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Sfo,Stylasterias forreri,Velcro star,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Dim,Dermasterias imbricata,Leather star,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Rni,Rhinogobiops nicholsii,Blackeye goby,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Sac,Scyra acutifrons,Sharp-nosed crab,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Cgi,Crassadoma gigantea,Giant rock scallop,6,,,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,5,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Etr,Evasterias troschelii,Mottled sea star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Aca,Apostichopus californicus,California sea cucumber,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Sdr,Strongylocentrotus droebachiensis,Green sea urchin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Hsp,Henricia sp.,Unidentified blood star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,1,Das,Diodora aspera,Rough keyhole limpet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,0,0,Phe,Pycnopodia helianthoides,Sunflower star,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,0,0,Sca,Sebastes caurinus,Copper rockfish,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Isabelle Cote,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,0,0,Dsa,Diaulula sandiegensis,Ringed dorid,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isabelle Cote,Jasmin Schuster,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,1,2,Hde,Hexagrammos decagrammus,Kelp greenling,10,,,,,,1,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isabelle Cote,Jasmin Schuster,BMSC1,Dodger Channel,48.831849,-125.198538,04/05/2022,2.5,NE,10:15,IMC,,4.7,2,2,snd,Survey not done,Survey not done,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training dive Isa Cote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,1,1,Sme,Sebastes melanops,Black rockfish,29,,,,,,,6,10,9,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,9,,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,1,1,Oel,Ophiodon elongatus,Lingcod,2,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Pmi,Patiria miniata,Bat star,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Hka,Haliotis kamtschatkana,Northern abalone,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Sdr,Strongylocentrotus droebachiensis,Green sea urchin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Spu,Strongylocentrotus purpuratus,Purple sea urchin,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Aca,Apostichopus californicus,California sea cucumber,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Dim,Dermasterias imbricata,Leather star,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Oko,Orthasterias koehleri,Rainbow sea star,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Pgi,Pomaulax gibberosus,Red turban snail,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Poc,Pisaster ochraceus,Ochre star,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Ami,Acmaea mitra,Whitecap limpet,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Sac,Scyra acutifrons,Sharp-nosed crab,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,1,Opi,Oxylebius pictus,Painted greenling,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Cgi,Crassadoma gigantea,Giant rock scallop,9,,,2,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Hsp,Henricia sp.,Unidentified blood star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Pno,Peltodoris nobilis,Sea lemon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Csp,Cottidae sp.,Unidentified sculpin sp.,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,Oel,Ophiodon elongatus,Lingcod,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,1,Hde,Hexagrammos decagrammus,Kelp greenling,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,0,Oel,Ophiodon elongatus,Lingcod,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,0,Sne,Sebastes nebulosus,China Rockfish,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,0,Ela,Embiotoca lateralis,Striped surf perch,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,1,Hermit,Paguroidea spp.,Unidentified Hermit crab,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,1,Etr,Evasterias troschelii,Mottled sea star,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,1,Oma,Oligocottus maculosus,Tidepool sculpin,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,1,Cha,Chlamys hastata,Pink swimming scallop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,1,Ahu,Acanthodoris hudsoni,Hudson's horned dorid,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,1,Hcr,Hermissenda crassicornis,Thick-horned nudibranch,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,1,2,Sme,Sebastes melanops,Black rockfish,27,,,,,,,,4,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,1,2,Hde,Hexagrammos decagrammus,Kelp greenling,6,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,1,2,Ela,Embiotoca lateralis,Striped surf perch,4,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Mfr,Mesocentrotus franciscanus,Red sea urchin,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Aca,Apostichopus californicus,California sea cucumber,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Hka,Haliotis kamtschatkana,Northern abalone,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Spu,Strongylocentrotus purpuratus,Purple sea urchin,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Oko,Orthasterias koehleri,Rainbow sea star,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Dim,Dermasterias imbricata,Leather star,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Pmi,Patiria miniata,Bat star,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Aha,Artedius harringtoni,Scalyhead sculpin,18,,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Pgi,Pomaulax gibberosus,Red turban snail,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Ami,Acmaea mitra,Whitecap limpet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Poc,Pisaster ochraceus,Ochre star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Ahu,Acanthodoris hudsoni,Hudson's horned dorid,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Cgi,Crassadoma gigantea,Giant rock scallop,8,,,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Dod,Diaulula odonoghuei,Leopard dorid,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Gor,Glebocarcinus oregonensis,Pygmy rock crab,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Jzo,Jordania zonope,Longfin sculpin,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,Sdr,Strongylocentrotus droebachiensis,Green sea urchin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,1,dez,Debris - Zero,No Debris found,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,2,2,dez,Debris - Zero,No Debris found,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC3,Ohiat,48.855583,-125.1838,05/05/2022,3,W,13:45,EGL,,6.5,0,0,Opi,Oxylebius pictus,Painted greenling,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,06/05/2022,3,NE,9:30,EGL,,6.5,1,1,Oel,Ophiodon elongatus,Lingcod,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,06/05/2022,3,NE,9:30,EGL,,6.5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,8,,,,,,,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,06/05/2022,3,NE,9:30,EGL,,6.5,1,1,Opi,Oxylebius pictus,Painted greenling,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,06/05/2022,3,NE,9:30,EGL,,6.5,1,1,Ppe,Polyorchis penicillatus,Red-eye jellyfish,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,06/05/2022,3,NE,9:30,EGL,,6.5,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,06/05/2022,3,NE,9:30,EGL,,6.5,2,1,Pmi,Patiria miniata,Bat star,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC23,Aguilar Point,48.837589,-125.144145,06/05/2022,3,NE,9:30,EGL,,6.5,2,1,Spu,Strongylocentrotus purpuratus,Purple sea urchin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
